2020-07-22,1:50:14,Marco,Wii VC (J),https://www.youtube.com/embed/e-EaDpOcCqE
2020-06-25,1:51:36,Jodenstone,Wii VC (J),https://www.youtube.com/embed/VEwrJ2iQlXs
2018-11-02,1:52:41,Marco,Wii VC (J),https://www.youtube.com/embed/K359OYWtudU
2018-09-15,1:53:44,Bonooru,Wii VC (J),https://www.youtube.com/embed/R5Qx86-NSUg
2018-09-13,1:54:02,Bonooru,Wii VC (J),https://www.youtube.com/embed/0TExh8JwMjU
2018-09-09,1:54:17,Bonooru,Wii VC (J),https://www.youtube.com/embed/f_RT_fUgGaQ
2017-12-02,1:54:49,Marco,Wii VC (J),https://www.youtube.com/embed/FAFcCOO_vjo
2017-11-23,1:56:21,Marco,Wii VC (J),
2017-11-05,1:56:51,Marco,Wii VC (J),https://www.youtube.com/embed/vDfHOrEWYEk
2017-06-15,1:57:26,Marco,Wii VC (J),https://www.youtube.com/embed/mBYxBOcHR5I
2017-04-28,1:57:30,ZFG,Nintendo 64 (J 1.0),https://www.youtube.com/embed/kxevRbAmkUE
2017-04-01,1:58:20,ZFG,Nintendo 64 (J 1.0),https://www.youtube.com/embed/J4KEhnrt-e0
2017-02-25,1:58:36,ZFG,Nintendo 64 (J 1.0),https://www.youtube.com/embed/VHDmJqmxeFw
2017-02-07,1:59:21,ZFG,Nintendo 64 (J 1.0),https://www.youtube.com/embed/UmQHtSJU4Z0
2016-10-05,1:59:36,Marco,Wii VC (J),https://www.youtube.com/embed/_9h5avHCGTA
2016-08-30,2:00:43,Marco,Wii VC (J),https://www.youtube.com/embed/uDiMjABKwUw
2016-08-03,2:01:26,Marco,Wii VC (J),https://www.youtube.com/embed/zMb990Vypus
2016-08-01,2:02:00,Marco,Wii VC (J),https://www.youtube.com/embed/d-gvcKaWqxg
2016-07-27,2:03:25,Marco,Wii VC (J),
2016-01-14,2:03:34,Marco,Wii VC (J),https://www.youtube.com/embed/jZZf06yKQrg
2015-12-30,2:04:22,Jodenstone,Wii VC (J),https://www.youtube.com/embed/pX4P6heggmA
2015-12-09,2:04:54,Marco,Wii VC (J),https://www.youtube.com/embed/BiCmcW9E100
2015-12-03,2:05:12,Jodenstone,Wii VC (J),
2015-11-04,2:05:14,Marco,Wii VC (J),
2014-11-11,2:05:23,Marco,Wii VC (J),
2014-10-28,2:07:17,Marco,Wii VC (J),
2013-09-04,2:08:03,Pydoyks,Wii VC (J),
2013-08-27,2:08:05,Pydoyks,Wii VC (J),
2013-08-20,2:08:40,Pydoyks,Wii VC (J),
2013-08-20,2:09:29,Pydoyks,Wii VC (J),
2013-04-16,2:10:40,Pydoyks,Wii VC (J),https://www.youtube.com/embed/rZubD0lnkFU
2012-11-19,2:11:05,Pydoyks,Wii VC (J),https://www.youtube.com/embed/q0c4A23Dfuk
2012-10-31,2:13:02,Pydoyks,Wii VC (J),https://www.youtube.com/embed/K6JpojQKzAI
2012-10-31,2:14:28,Pydoyks,Wii VC (J),
2012-10-10,2:14:45,Pydoyks,Wii VC (J),https://www.youtube.com/embed/bhGVe_jo8Lg
2012-10-03,2:17:04,Pydoyks,Wii VC (J),https://www.youtube.com/embed/gFH82XUFeeU
2012-07-13,2:17:42,PoodleSkirt,Emulator (J 1.0),https://www.youtube.com/embed/twUJpd6oxdc
2012-07-07,2:19:03,PoodleSkirt,Emulator (J 1.0),https://www.youtube.com/embed/P7_LESVlGq0
2012-07-04,2:19:21,sva,Wii VC (J),
2012-06-20,2:21:04,PoodleSkirt,Emulator (J 1.0),
2012-06-19,2:24:12,PoodleSkirt,Emulator (J 1.0),
2012-04-19,2:24:45,sva,Wii VC (J),
2011-12-29,2:31:30,Narcissa,Wii VC (J),
2011-12-27,2:32:53,Narcissa,Wii VC (J),
2011-12-26,2:33:51,Narcissa,Wii VC (J),
2011-10-04,2:34:04,Narcissa,Wii VC (J),
2011-09-29,2:34:34,Narcissa,Wii VC (J),
2011-09-17,2:37:02,ZFG,Wii VC (J),https://www.youtube.com/embed/EA-a-5ivB2w
2011-09-16,2:38:49,Narcissa,Wii VC (J),https://www.youtube.com/embed/SB4feK2y1vs
2011-08-14,2:40:29,Narcissa,Wii VC (J),
2011-08-04,2:42:14,Romi (ろみ),Nintendo 64 (J 1.0),https://www.youtube.com/embed/_UgRNxZkzBM
2011-03-27,2:45:58,Narcissa,Wii VC (J),https://www.youtube.com/embed/O-eIlugI27s
2011-03-26,2:49:22,Narcissa,Wii VC (J),
2011-03-20,2:49:44,Narcissa,Wii VC (J),
2011-03-11,2:59:07,Narcissa,Wii VC (J),
2011-02-28,3:01:41,Narcissa,Wii VC (J),
2010-12-20,3:06:00,ZFG,,
2010-03-13,3:18:39,ZFG,,https://www.youtube.com/embed/WWsuw51wAQ8
2010-02-14,3:26:20,ZFG,,
2007-01-03,4:32:38,七空白 / シャンク,Nintendo 64 (J 1.0),
2006-12-28,4:42:44,デクの根さん,Nintendo 64 (J 1.0),
2006-11-15,4:52:03,Kazooie,Nintendo 64 (PAL E),
